galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage
DDO154,0.49,13.8,1.6,12.865601423952167,24.91629999999998,allow_signed,1.0,50.84959183673465,0.0,106.3070774849557,0.0,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,0.99,21.6,0.8,16.350966332299752,199.20590000000004,allow_signed,1.0,201.21808080808086,63.016918161203876,211.20835129838161,79.37885719583433,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,1.48,28.9,0.7,16.907377088123397,549.3506,allow_signed,1.0,371.18283783783784,203.25514322945395,333.15216582320556,212.7471838906232,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,1.97,34.3,0.5,17.623677255328978,865.8959999999998,allow_signed,1.0,439.541116751269,401.88251210378513,415.6731062438731,396.20937554705745,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,2.47,38.2,0.4,17.938375065763342,1137.4547000000002,allow_signed,1.0,460.5079757085021,626.894785218728,454.04861649530574,613.6398062318523,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,2.96,42.0,0.2,18.61036270468687,1417.6544,allow_signed,1.0,478.9372972972973,857.0588771051487,466.47981867295084,839.169272848075,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,3.46,44.6,0.2,19.48889170784219,1609.3431,allow_signed,1.0,465.12806358381505,1093.0752173254268,461.0727394195052,1071.057412371189,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,3.95,46.3,0.2,19.52283278625313,1762.5489999999995,allow_signed,1.0,446.2149367088606,1316.3542523971325,444.77918147384264,1292.9911329900592,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,4.44,47.4,0.3,18.93923176900267,1888.0654999999997,allow_signed,1.0,425.2399774774774,1529.8607063727854,423.0030124503955,1505.5977705014975,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,4.94,48.2,0.6,18.278320491773854,1989.1430000000003,allow_signed,1.0,402.66052631578947,1736.835832321102,393.81986509143195,1709.8034898869544,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,5.43,47.4,0.7,17.548244926487662,1938.8190999999997,allow_signed,1.0,357.0569244935543,1922.966607769391,355.56598996099734,1893.4030243747993,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,5.92,45.5,1.3,16.8462814888034,1786.4528,allow_signed,1.0,301.7656756756757,2084.3781448108525,321.1585585753447,2059.2005387662034,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
