galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage
NGC6503,0.76,77.0,10.0,70.83530193342865,911.3599999999988,allow_signed,1.0,1199.1578947368405,0.0,-197.41386121566538,0.0,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,1.52,100.0,5.0,123.40548326553404,-5228.913300000004,allow_signed,1.0,-3440.074539473687,-851.5483250000016,-1973.9660749382856,-825.1243757385014,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,2.28,110.0,2.0,142.97079422035816,-8340.647999999997,allow_signed,1.0,-3658.1789473684203,-3548.8846500000013,-2567.665170475996,-2550.944248995928,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,3.04,118.0,2.0,134.99256572122775,-4298.992799999993,allow_signed,1.0,-1414.1423684210502,-5476.366750000001,-1630.1272989775005,-4146.105387388257,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,3.79,121.0,2.0,122.69842460276334,-413.90339999999924,allow_signed,1.0,-109.20934036939293,-6047.623640796417,-462.32770312879376,-4930.776013178118,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,4.55,121.0,2.0,112.50506344160692,1983.610700000001,allow_signed,1.0,435.95839560439583,-5923.458999807116,215.01923253979976,-5024.753232001935,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,5.31,117.0,2.0,104.7111999740238,2724.564599999998,allow_signed,1.0,513.1006779661013,-5562.816551850327,486.31417805591826,-4758.246535975562,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,6.07,116.0,2.0,98.53863455518348,3746.1375000000007,allow_signed,1.0,617.1560955518946,-5133.318977913488,596.6315739194524,-4346.727150224921,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,6.83,116.0,2.0,94.18041463064388,4586.049499999999,allow_signed,1.0,671.4567349926792,-4643.64610230655,656.608993881648,-3870.495734460503,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,7.59,116.0,2.0,90.25752046228614,5309.579999999999,allow_signed,1.0,699.5494071146244,-4122.663768305775,685.2293356101054,-3360.597169253637,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,8.35,115.0,1.0,86.31307316971167,5775.053399999999,allow_signed,1.0,691.6231616766466,-3594.0181921650924,693.3382851955936,-2836.7414733474716,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,9.11,115.0,1.0,83.09718888145375,6319.8571999999995,allow_signed,1.0,693.7274643249176,-3067.584954284498,696.6447864274336,-2308.5479061307215,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,9.86,116.0,1.0,80.72670995401708,6939.198299999999,allow_signed,1.0,703.7726470588235,-2543.522412515595,701.1370179200682,-1784.3797295004083,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,10.64,117.0,1.0,78.42757168241282,7538.115999999999,allow_signed,1.0,708.4695488721803,-1992.747956102503,701.5057617523935,-1237.3490454281475,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,11.38,117.0,1.0,76.21124851358886,7880.845600000001,allow_signed,1.0,692.5171880492092,-1474.3828634415886,694.6221557301777,-720.781715959596,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,12.12,118.0,1.0,74.33513570311149,8398.2876,allow_signed,1.0,692.9280198019802,-961.7681365366495,679.4603759849965,-212.37117922498254,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,12.86,117.0,1.0,72.70253434372148,8403.341499999999,allow_signed,1.0,653.4480171073094,-463.6090028802122,652.0549276532868,280.2894831211824,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,13.7,116.0,1.0,70.9239959393152,8425.786800000002,allow_signed,1.0,615.0209343065695,69.14795671361696,620.3332849906793,814.692532431648,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,14.44,115.0,1.0,69.24992490970658,8429.4479,allow_signed,1.0,583.7567797783934,512.6957109250534,598.762342929242,1265.757914762019,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,15.18,117.0,1.0,67.61154487215921,9117.679,allow_signed,1.0,600.6376152832675,950.921637097868,586.7494898560285,1704.3972928925693,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,15.91,116.0,1.0,66.1582292689277,9079.088699999998,allow_signed,1.0,570.6529666876178,1378.4426995172414,568.906997348779,2126.2119107223243,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,16.65,115.0,2.0,64.9537635553168,9006.0086,allow_signed,1.0,540.9014174174174,1789.7178216361035,545.9882660592907,2538.7231581833094,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,17.49,115.0,2.0,63.544927413602416,9187.0422,allow_signed,1.0,525.2739965694683,2237.5114955105955,526.7027534770363,2989.2533863885665,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,18.23,115.0,2.0,62.27002890636875,9347.443500000001,allow_signed,1.0,512.7506034009874,2621.580597499665,510.39550891408385,3372.979743473282,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,18.97,114.0,2.0,60.95524997898048,9280.4575,allow_signed,1.0,489.21758039008967,2992.308825502363,495.80032969755837,3745.2722037595886,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,19.71,115.0,2.0,59.846316511544806,9643.418399999999,allow_signed,1.0,489.2652663622526,3354.3474788007306,484.1880975417725,4107.867921838142,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,20.45,114.0,2.0,58.841394443027944,9533.6903,allow_signed,1.0,466.19512469437655,3707.8678234916824,474.776382869718,4462.684779590393,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,21.29,116.0,2.0,57.78012287975857,10117.4574,allow_signed,1.0,475.2211085016439,4103.262641434011,468.41736563514644,4858.826153962436,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,22.03,115.0,3.0,56.82944659241368,9995.414,allow_signed,1.0,453.7182932364957,4446.9702200771235,463.56046380200985,5203.657950854185,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,22.76,118.0,4.0,55.95005808754804,10793.591,allow_signed,1.0,474.2351054481546,4785.673210597021,457.16423310144256,5539.722465223946,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC6503,23.5,115.0,10.0,55.03340530986612,10196.3243,allow_signed,1.0,433.88614042553195,5121.678071570284,444.9077129023743,5873.489085245357,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
