galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage
NGC7814,0.63,265.0,15.0,347.4947778024873,-50527.620600000024,allow_signed,1.0,-80202.57238095242,0.0,-61258.05086860905,0.0,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,1.72,250.0,15.0,309.9417782423015,-33563.9059,allow_signed,1.0,-19513.89877906977,-54345.476782212085,-33954.168792820856,-51890.65971547929,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,2.79,233.0,7.29,275.9532815532368,-21861.21359999999,allow_signed,1.0,-7835.560430107523,-68977.43745912194,-13335.251306328657,-77190.49946852429,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,3.91,230.0,6.45,254.82306822577897,-12034.7961,allow_signed,1.0,-3077.9529667519178,-75089.00496136323,-4730.593810240438,-87307.37273380297,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,5.03,228.0,5.37,237.71180050641155,-4522.900099999999,allow_signed,1.0,-899.1849105367791,-77316.2021726449,-1440.9369434870978,-90763.42995589039,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,6.14,228.0,5.16,221.59800044224227,2878.326199999996,allow_signed,1.0,468.782768729641,-77555.07536134786,133.18646353733516,-91489.2314722625,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,7.26,227.0,5.94,207.60573522906344,8428.858700000004,allow_signed,1.0,1160.9998209366397,-76642.39711113475,958.9969981949043,-90877.60873369245,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,8.37,226.0,3.0,196.93669160418025,12291.9395,allow_signed,1.0,1468.5710274790922,-75182.98529026401,1349.7158377026046,-89596.27310976933,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,9.5,223.0,3.92,187.23392774815147,14672.45629999999,allow_signed,1.0,1544.4690842105254,-73480.61762715937,1488.2185990261917,-87992.84015301756,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,10.65,219.0,2.9,178.55461993462953,16079.2477,allow_signed,1.0,1509.7885164319248,-71724.41950678996,1505.6585099154097,-86271.36081537615,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,11.74,216.0,2.55,171.0549820964008,17396.1931,allow_signed,1.0,1481.7881686541737,-70094.01021341803,1492.3735260573983,-84637.43335577096,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,12.82,214.0,2.55,163.9687976415025,18910.2334,allow_signed,1.0,1475.0572074882996,-68497.3137103011,1492.0886763157314,-83025.82376648947,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,14.01,214.0,3.07,156.60661831480814,21270.3671,allow_signed,1.0,1518.2274875089222,-66716.30931677776,1506.5252261488865,-81241.64849452302,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,15.09,214.0,3.61,151.01837835177545,22989.449399999998,allow_signed,1.0,1523.4890258449302,-65073.78239956668,1514.4288653339902,-79610.33328512227,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,16.18,214.0,4.46,146.13197665124494,24441.445400000004,allow_signed,1.0,1510.5961310259584,-63420.20598907204,1507.3586862207792,-77963.45906952492,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,17.36,214.0,5.07,140.95927922630705,25926.481600000003,allow_signed,1.0,1493.4609216589863,-61647.81232798792,1490.8595909798848,-76194.51028597653,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,18.44,214.0,4.78,136.65711470684576,27120.833,allow_signed,1.0,1470.7610086767895,-60047.1324856066,1470.1550226483323,-74595.56239461729,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC7814,19.53,214.0,4.87,132.75440557661352,28172.267800000005,allow_signed,1.0,1442.5124321556582,-58459.39846035292,1452.4111221229696,-73002.76384571692,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
