galaxy_id,r_kpc,segment_index,step,dtaudr_before,dtaudr_after,relative_jump_before,relative_jump_after,correction_applied,abs_correction_dtaudr
IC2574,0.9949999999999999,0,none,19.868333333333336,19.868333333333336,0.19587897756911646,0.19587897756911646,False,0.0
IC2574,1.2799999999999998,1,r2_cap,54.08978873239433,24.83541666666667,1.7224119821689956,0.25000000000000006,True,29.25437206572766
IC2574,1.565,2,r2_cap,59.037134502924005,31.04427083333334,1.3771348512208301,0.25000000000000006,True,27.992863669590665
IC2574,1.85,3,r2_cap,42.574271356783896,38.80533854166667,0.3714051003275743,0.24999999999999992,True,3.7689328151172248
IC2574,2.135,4,r2_cap,145.42311403508776,48.50667317708334,2.7475027792617195,0.2500000000000001,True,96.91644085800442
IC2574,2.415,5,r2_cap,145.2561176470588,60.63334147135418,1.9945594726064226,0.25,True,84.62277617570462
IC2574,2.695,6,r2_cap,158.3887323943662,75.79167683919272,1.612238226540688,0.24999999999999992,True,82.59705555517348
IC2574,2.985,7,r2_cap,199.99482428115016,94.7395960489909,1.6387438914365147,0.2500000000000001,True,105.25522823215925
IC2574,3.27,8,r2_cap,212.9957478005864,118.42449506123863,1.2482230944962434,0.25,True,94.57125273934777
IC2574,3.555,9,r2_cap,201.1697027027027,148.03061882654828,0.6987169976842679,0.24999999999999992,True,53.139083876154416
IC2574,3.84,10,r2_cap,261.70037688442216,185.03827353318536,0.7678800437297637,0.2500000000000001,True,76.6621033512368
IC2574,4.12,11,none,181.32645539906096,181.32645539906096,0.0200597317692694,0.0200597317692694,False,0.0
IC2574,4.404999999999999,12,none,216.17615384615385,216.17615384615385,0.19219312686831116,0.19219312686831116,False,0.0
IC2574,4.695,13,r2_cap,157.4614876033058,162.1321153846154,0.27160565676745974,0.25,True,4.670627781309577
IC2574,4.98,14,none,184.49130859374992,184.49130859374992,0.13790724407741972,0.13790724407741972,False,0.0
IC2574,5.265000000000001,15,none,185.8531423290203,185.8531423290203,0.007381560387048584,0.007381560387048584,False,0.0
IC2574,5.545,16,none,189.458573943662,189.458573943662,0.019399357844910255,0.019399357844910255,False,0.0
IC2574,5.824999999999999,17,none,197.29271356783923,197.29271356783923,0.04135014563398334,0.04135014563398334,False,0.0
IC2574,6.115,18,none,222.91174121405749,222.91174121405749,0.12985288297233105,0.12985288297233105,False,0.0
IC2574,6.4,19,none,250.5684250764526,250.5684250764526,0.12407010824897276,0.12407010824897276,False,0.0
IC2574,6.6850000000000005,20,none,258.5978184480235,258.5978184480235,0.032044713411599944,0.032044713411599944,False,0.0
IC2574,6.965,21,none,261.2441408450705,261.2441408450705,0.01023335159178425,0.01023335159178425,False,0.0
IC2574,7.244999999999999,22,none,277.7143166441137,277.7143166441137,0.06304514905392944,0.06304514905392944,False,0.0
IC2574,7.535,23,none,305.6354557291666,305.6354557291666,0.10053906987025589,0.10053906987025589,False,0.0
IC2574,7.82,24,none,269.28655778894466,269.28655778894466,0.11892893072075994,0.11892893072075994,False,0.0
IC2574,8.105,25,none,212.89393939393935,212.89393939393935,0.2094149030610115,0.2094149030610115,False,0.0
IC2574,8.385,26,r2_cap,342.8233215962441,266.1174242424242,0.6103009910577266,0.25000000000000006,True,76.70589735381992
IC2574,8.665,27,none,284.20225879682175,284.20225879682175,0.06795810009765792,0.06795810009765792,False,0.0
IC2574,8.955,28,none,280.2366043956044,280.2366043956044,0.013953634351838277,0.013953634351838277,False,0.0
IC2574,9.24,29,none,335.486460554371,335.486460554371,0.1971543163603691,0.1971543163603691,False,0.0
IC2574,9.525,30,none,307.0300206825233,307.0300206825233,0.0848214256540343,0.0848214256540343,False,0.0
IC2574,9.815000000000001,31,none,323.2675100401606,323.2675100401606,0.052885673269153236,0.052885673269153236,False,0.0
IC2574,10.095,32,none,317.05573802541545,317.05573802541545,0.019215577878437005,0.019215577878437005,False,0.0
IC2574,0.85,-1,r6_inner_trim,16.61400000000003,,0.19587897756911646,,True,
