galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage,tau_frozen,dtaudr_frozen,tau_regularized,dtaudr_regularized
UGC08490,0.68,50.1,3.69,40.152713482403655,897.7695999999999,allow_signed,1.0,1605.606617647058,636.8906249999998,1636.6631976593235,602.2886422090003,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,588.3798999999998,1320.2494117647057,636.8906249999998,1605.606617647058
UGC08490,1.02,60.2,3.69,45.68022876475117,1537.3567000000005,allow_signed,1.0,1507.2124509803923,1166.0698666666663,1569.825673294461,1147.3917502711436,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1069.0484166666663,1507.2124509803923,1166.0698666666663,1507.2124509803923
UGC08490,1.36,68.2,3.69,47.83659686892453,2362.9000000000005,allow_signed,1.0,1737.4264705882356,1717.6584833333332,1665.2729130556977,1697.3585099506706,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1620.6370333333334,1737.4264705882356,1717.6584833333332,1737.4264705882356
UGC08490,1.69,72.8,3.69,48.01641802550457,2994.263599999999,allow_signed,1.0,1771.753609467455,2296.6731965425215,1711.0242162546292,2254.4475362868743,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2199.6517465425222,1771.753609467455,2296.6731965425215,1771.753609467455
UGC08490,2.03,75.3,3.69,47.5740118131738,3406.8033999999993,allow_signed,1.0,1678.2282758620688,2883.1701170485403,1657.7366620541295,2827.1368855993633,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2786.148667048541,1678.2282758620688,2883.1701170485403,1678.2282758620688
UGC08490,2.37,76.6,3.69,46.876435444687985,3670.159799999999,allow_signed,1.0,1548.590632911392,3431.7293315400293,1555.700554503826,3373.421212414216,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3334.70788154003,1548.590632911392,3431.7293315400293,1548.590632911392
UGC08490,2.7,77.6,3.69,46.08538271512997,3897.8975,allow_signed,1.0,1443.6657407407406,3925.451633192631,1449.7379481943951,3869.3185653594223,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3828.430183192632,1443.6657407407406,3925.451633192631,1443.6657407407406
UGC08490,3.05,78.5,3.69,44.954221158863376,4141.368,allow_signed,1.0,1357.825573770492,4415.712613232096,1347.7760968040895,4358.883523234157,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,4318.691163232097,1357.825573770492,4415.712613232096,1357.825573770492
UGC08490,3.38,78.2,3.69,44.11988780584103,4168.6755,allow_signed,1.0,1233.3359467455623,4843.254264117246,1246.867423024561,4786.999704005884,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,4746.232814117246,1233.3359467455623,4843.254264117246,1233.3359467455623
UGC08490,3.72,78.8,3.69,43.91853595009743,4280.602199999999,allow_signed,1.0,1150.699516129032,5248.5402928059275,1157.6787760348282,5195.772557845981,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,5151.518842805927,1150.699516129032,5248.5402928059275,1150.699516129032
UGC08490,4.06,79.2,3.69,43.58972355957307,4372.576000000001,allow_signed,1.0,1076.989162561577,5627.247368183331,1085.138372451603,5577.051473088673,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,5530.225918183331,1076.989162561577,5627.247368183331,1076.989162561577
UGC08490,4.39,79.2,3.69,42.21027836913659,4490.9324,allow_signed,1.0,1022.9914350797268,5973.744166794146,1025.5563814092916,5925.316107475721,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,5876.7227167941455,1022.9914350797268,5973.744166794146,1022.9914350797268
UGC08490,4.74,79.2,3.69,40.773468088942344,4610.1643,allow_signed,1.0,972.6085021097048,6322.974155802297,973.33397573561,6275.121919976079,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,6225.952705802297,972.6085021097048,6322.974155802297,972.6085021097048
UGC08490,5.08,78.8,3.69,39.16477243646387,4675.5606,allow_signed,1.0,920.3859448818896,6644.783211790868,927.675152163232,6598.293471718882,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,6547.761761790868,920.3859448818896,6644.783211790868,920.3859448818896
UGC08490,5.41,78.5,3.69,37.26605157512666,4773.4914,allow_signed,1.0,882.3459149722735,6942.233968666806,894.4388277077386,6898.942278397592,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,6845.212518666805,882.3459149722735,6942.233968666806,882.3459149722735
UGC08490,5.75,80.1,3.69,36.600875672584664,5076.385899999999,allow_signed,1.0,882.8497217391304,7242.317226907744,869.5244581129842,7198.816036987115,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7145.295776907744,882.8497217391304,7242.317226907744,882.8497217391304
UGC08490,6.09,80.1,3.69,36.22675806637961,5103.632,allow_signed,1.0,838.0348111658456,7534.867597501589,839.0867769082719,7489.279946940728,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7437.846147501589,838.0348111658456,7534.867597501589,838.0348111658456
UGC08490,6.42,80.1,3.69,35.44658657755355,5159.549499999999,allow_signed,1.0,803.6681464174453,7805.748585502833,803.6883649842121,7760.337845352989,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7708.727135502832,803.6681464174453,7805.748585502833,803.6681464174453
UGC08490,6.77,80.1,3.69,34.84153412236608,5202.077499999999,allow_signed,1.0,768.4014032496307,8080.86075669457,767.87169373705,8035.360855629209,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7983.83930669457,768.4014032496307,8080.86075669457,768.4014032496307
UGC08490,7.11,79.8,3.69,34.18422004375703,5199.4791000000005,allow_signed,1.0,731.2910126582278,8335.808467398907,732.1520686517896,8290.364895235312,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8238.787017398907,731.2910126582278,8335.808467398907,731.2910126582278
UGC08490,7.44,79.8,3.69,34.435581888505965,5182.2307,allow_signed,1.0,696.5363844086021,8571.399987914934,697.9001457013514,8526.32351060358,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8474.378537914934,696.5363844086021,8571.399987914934,696.5363844086021
UGC08490,7.78,79.5,3.69,34.13930286341535,5154.758,allow_signed,1.0,662.56529562982,8802.447273521466,667.3095799958248,8758.409163972101,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8705.425823521466,662.56529562982,8802.447273521466,662.56529562982
UGC08490,8.12,79.5,3.69,32.92032350995354,5236.5023,allow_signed,1.0,644.8894458128079,9024.714579566711,638.7740487993508,8980.44338086728,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8927.693129566711,644.8894458128079,9024.714579566711,644.8894458128079
UGC08490,8.46,78.8,3.69,32.696645087837375,5140.3694,allow_signed,1.0,607.6086761229313,9237.639260295788,606.813816557302,9192.193317977912,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9140.617810295787,607.6086761229313,9237.639260295788,607.6086761229313
UGC08490,8.8,77.9,3.69,32.5522180503879,5008.763100000001,allow_signed,1.0,569.177625,9437.692931486687,574.1527332134182,9392.957631438934,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9340.671481486686,569.177625,9437.692931486687,569.177625
UGC08490,9.13,77.2,3.69,31.829610428027543,4946.7159,allow_signed,1.0,541.8089704271632,9621.00571973217,548.2004630649978,9578.145908824872,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9523.98426973217,541.8089704271632,9621.00571973217,541.8089704271632
UGC08490,9.47,77.6,3.69,31.114115767606187,5053.671799999999,allow_signed,1.0,533.6506652587116,9803.833857798769,528.513509837661,9761.187284218324,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9706.812407798769,533.6506652587116,9803.833857798769,533.6506652587116
UGC08490,9.77,76.6,3.69,30.863068544783424,4915.030999999999,allow_signed,1.0,503.07379733879213,9959.342527188393,511.9325636805109,9917.254195246049,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9862.321077188391,503.07379733879213,9959.342527188393,503.07379733879213
UGC08490,10.15,77.6,3.69,30.777426793024787,5074.509999999999,allow_signed,1.0,499.95172413793097,10149.917376268972,502.7213905966853,10110.038446558716,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,10052.895926268971,499.95172413793097,10149.917376268972,499.95172413793097
