galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage,tau_frozen,dtaudr_frozen,tau_regularized,dtaudr_regularized
IC2574,1.14,12.9,2.7,11.99,22.6499,allow_signed,1.0,19.868333333333336,5.289938333333336,29.40312960213218,7.107817809508654,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,5.289938333333336,19.868333333333336,5.289938333333336,19.868333333333336
IC2574,1.42,16.4,1.8,13.861908238045729,76.80749999999995,allow_signed,1.0,24.83541666666667,11.548463333333338,44.607068842488616,17.469245591755566,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,15.64407542253521,54.08978873239433,11.548463333333338,24.83541666666667
IC2574,1.71,18.6,2.1,15.652683476005,100.95350000000003,allow_signed,1.0,31.04427083333334,19.65101802083334,56.60749990549071,32.14535806021257,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,32.04747929165637,59.037134502924005,19.65101802083334,31.04427083333334
IC2574,1.99,19.8,2.0,17.53046491111973,84.72279999999995,allow_signed,1.0,38.80533854166667,29.429963333333344,78.04017921291135,50.99603313678887,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,46.27307611201548,42.574271356783896,29.429963333333344,38.80533854166667
IC2574,2.28,26.1,0.6,18.698804774637335,331.5647000000001,allow_signed,1.0,48.50667317708334,42.09020503255209,116.36149227751928,79.18427550290129,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,73.53269699383685,145.42311403508776,42.09020503255209,48.50667317708334
IC2574,2.55,27.7,2.7,19.922020479860972,370.40309999999994,allow_signed,1.0,60.63334147135418,56.82410701009116,145.79912378600903,114.57595867147762,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,112.77439327092664,145.2561176470588,56.82410701009116,60.63334147135418
IC2574,2.84,29.7,2.6,20.791007671587252,449.824,allow_signed,1.0,75.79167683919272,76.60573466512047,167.20362244558305,159.96135687505847,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,156.80289652693327,158.3887323943662,76.60573466512047,75.79167683919272
IC2574,3.13,33.0,3.4,21.517811226981244,625.9838,allow_signed,1.0,94.7395960489909,101.3327692339071,190.18926897564185,211.7833261311361,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,208.7685122448831,199.99482428115016,101.3327692339071,94.7395960489909
IC2574,3.41,34.8,1.2,22.01645975174029,726.3154999999997,allow_signed,1.0,118.42449506123863,131.17574198933926,206.22046958034787,267.28068952897473,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,266.5871923363263,212.9957478005864,131.17574198933926,118.42449506123863
IC2574,3.7,35.0,0.9,21.924235448471173,744.3279,allow_signed,1.0,148.03061882654828,169.81173350306835,217.4067450923421,328.7066356565148,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,326.64118265930324,201.1697027027027,169.81173350306835,148.03061882654828
IC2574,3.98,39.0,10.2,21.89594711356419,1041.5675,allow_signed,1.0,185.03827353318536,216.44137843343103,221.75836420677635,390.1897509583913,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,391.4429938015007,261.70037688442216,216.44137843343103,185.03827353318536
IC2574,4.26,35.9,5.4,22.723540657212737,772.4506999999996,allow_signed,1.0,181.32645539906096,267.7324404839455,209.14762838610517,450.51658992139465,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,453.4667503211883,181.32645539906096,267.7324404839455,181.32645539906096
IC2574,4.55,40.0,4.1,24.82737400531921,983.6015,allow_signed,1.0,216.17615384615385,325.3703188245016,194.07855769769105,508.9843869035451,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,511.1046286617444,216.17615384615385,325.3703188245016,216.17615384615385
IC2574,4.84,38.7,1.4,27.12151175727489,762.1136000000001,allow_signed,1.0,162.1321153846154,380.22501786296317,181.6455582285637,563.464383712852,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,565.2820866719161,157.4614876033058,380.22501786296317,162.1321153846154
IC2574,5.12,41.8,0.5,28.330981274922337,944.5954999999996,allow_signed,1.0,184.49130859374992,428.75229721993435,180.3174600165991,614.1392062671749,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,613.1554781395039,184.49130859374992,428.75229721993435,184.49130859374992
IC2574,5.41,42.9,0.4,28.89540620929216,1005.4654999999998,allow_signed,1.0,185.8531423290203,482.452242603736,185.78744790218667,667.2244179153988,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,666.8554235233056,185.8531423290203,482.452242603736,185.8531423290203
IC2574,5.68,44.4,1.7,29.920482950647703,1076.1247,allow_signed,1.0,189.458573943662,533.119324300548,192.16163881789203,718.2475446226093,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,717.5225052201176,189.458573943662,533.119324300548,189.458573943662
IC2574,5.97,46.1,1.3,30.779416823585205,1177.8375,allow_signed,1.0,197.29271356783923,589.1982609897157,204.07311872112103,775.7015844657662,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,773.6014419092853,197.29271356783923,589.1982609897157,197.29271356783923
IC2574,6.26,49.0,0.9,31.710763157010273,1395.4274999999998,allow_signed,1.0,222.91174121405749,650.1279069330907,223.53319090184144,837.7044993610958,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,834.5310878526603,222.91174121405749,650.1279069330907,222.91174121405749
IC2574,6.54,51.9,0.6,32.47910867003588,1638.7175,allow_signed,1.0,250.5684250764526,716.4151302137622,243.367344623481,903.070574334641,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,900.8183111333318,250.5684250764526,716.4151302137622,250.5684250764526
IC2574,6.83,53.1,2.1,32.45592241795016,1766.2231000000002,allow_signed,1.0,258.5978184480235,790.2442355248112,256.3296048194222,975.526632003862,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,974.6474164443808,258.5978184480235,790.2442355248112,258.5978184480235
IC2574,7.1,54.0,0.5,32.57555218258011,1854.8334,allow_signed,1.0,261.2441408450705,860.4229000293788,266.2601914363451,1046.0762544983904,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1044.8260809489484,261.2441408450705,860.4229000293788,261.2441408450705
IC2574,7.39,55.9,1.1,32.749064108765,2052.3088,allow_signed,1.0,277.7143166441137,938.5718763653105,278.5917748312162,1125.0797896071867,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1122.9750572848802,277.7143166441137,938.5718763653105,277.7143166441137
IC2574,7.68,58.8,3.6,33.319059110365046,2347.280299999999,allow_signed,1.0,305.6354557291666,1023.1575933594361,282.6260948966962,1206.456380717734,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1207.560774279006,305.6354557291666,1023.1575933594361,305.6354557291666
IC2574,7.96,57.3,4.6,33.76046504419037,2143.5209999999997,allow_signed,1.0,269.28655778894466,1103.6466752519718,268.89240317597194,1283.6689704479077,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1288.0498561715417,269.28655778894466,1103.6466752519718,269.28655778894466
IC2574,8.25,54.0,9.0,34.0532670972992,1756.3749999999998,allow_signed,1.0,212.89393939393935,1173.56284734349,267.4443845066654,1361.43780466189,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1357.9660282630598,212.89393939393935,1173.56284734349,212.89393939393935
IC2574,8.52,63.8,12.0,33.90553494637712,2920.8547,allow_signed,1.0,266.1174242424242,1238.2293814343989,289.6392063849821,1436.6440894322625,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1432.9878584967344,342.8233215962441,1238.2293814343989,266.1174242424242
