galaxy_id,r_kpc,segment_index,step,dtaudr_before,dtaudr_after,relative_jump_before,relative_jump_after,correction_applied,abs_correction_dtaudr
UGC08490,0.51,0,r2_cap,1320.2494117647057,1605.606617647058,0.3832941095655159,0.25,True,285.35720588235245
UGC08490,0.8500000000000001,1,none,1507.2124509803923,1507.2124509803923,0.06128161505142391,0.06128161505142391,False,0.0
UGC08490,1.19,2,none,1737.4264705882356,1737.4264705882356,0.1527415856059951,0.1527415856059951,False,0.0
UGC08490,1.525,3,none,1771.753609467455,1771.753609467455,0.019757462810841876,0.019757462810841876,False,0.0
UGC08490,1.8599999999999999,4,none,1678.2282758620688,1678.2282758620688,0.052786873471361226,0.052786873471361226,False,0.0
UGC08490,2.2,5,none,1548.590632911392,1548.590632911392,0.0772467278827636,0.0772467278827636,False,0.0
UGC08490,2.535,6,none,1443.6657407407406,1443.6657407407406,0.06775508642551313,0.06775508642551313,False,0.0
UGC08490,2.875,7,none,1357.825573770492,1357.825573770492,0.05945986286701265,0.05945986286701265,False,0.0
UGC08490,3.215,8,none,1233.3359467455623,1233.3359467455623,0.09168307728896233,0.09168307728896233,False,0.0
UGC08490,3.55,9,none,1150.699516129032,1150.699516129032,0.06700236933382617,0.06700236933382617,False,0.0
UGC08490,3.8899999999999997,10,none,1076.989162561577,1076.989162561577,0.06405699536175842,0.06405699536175842,False,0.0
UGC08490,4.225,11,none,1022.9914350797268,1022.9914350797268,0.05013767023747818,0.05013767023747818,False,0.0
UGC08490,4.5649999999999995,12,none,972.6085021097048,972.6085021097048,0.04925059119981334,0.04925059119981334,False,0.0
UGC08490,4.91,13,none,920.3859448818896,920.3859448818896,0.053693297060984115,0.053693297060984115,False,0.0
UGC08490,5.245,14,none,882.3459149722735,882.3459149722735,0.041330520224858155,0.041330520224858155,False,0.0
UGC08490,5.58,15,none,882.8497217391304,882.8497217391304,0.0005709855492136713,0.0005709855492136713,False,0.0
UGC08490,5.92,16,none,838.0348111658456,838.0348111658456,0.050761652260595015,0.050761652260595015,False,0.0
UGC08490,6.255,17,none,803.6681464174453,803.6681464174453,0.04100863626487127,0.04100863626487127,False,0.0
UGC08490,6.595,18,none,768.4014032496307,768.4014032496307,0.0438822209453306,0.0438822209453306,False,0.0
UGC08490,6.9399999999999995,19,none,731.2910126582278,731.2910126582278,0.0482955788920479,0.0482955788920479,False,0.0
UGC08490,7.275,20,none,696.5363844086021,696.5363844086021,0.04752503127762145,0.04752503127762145,False,0.0
UGC08490,7.61,21,none,662.56529562982,662.56529562982,0.048771449043003644,0.048771449043003644,False,0.0
UGC08490,7.949999999999999,22,none,644.8894458128079,644.8894458128079,0.02667789866689252,0.02667789866689252,False,0.0
UGC08490,8.29,23,none,607.6086761229313,607.6086761229313,0.05780955159358908,0.05780955159358908,False,0.0
UGC08490,8.63,24,none,569.177625,569.177625,0.06324967472182036,0.06324967472182036,False,0.0
UGC08490,8.965,25,none,541.8089704271632,541.8089704271632,0.04808455808999311,0.04808455808999311,False,0.0
UGC08490,9.3,26,none,533.6506652587116,533.6506652587116,0.015057530631173611,0.015057530631173611,False,0.0
UGC08490,9.620000000000001,27,none,503.07379733879213,503.07379733879213,0.05729753546750645,0.05729753546750645,False,0.0
UGC08490,9.96,28,none,499.95172413793097,499.95172413793097,0.0062059944631913,0.0062059944631913,False,0.0
UGC08490,0.34,-1,r6_inner_trim,2140.808823529411,,0.3832941095655159,,True,
