galaxy_id,r_kpc,segment_index,step,dtaudr_before,dtaudr_after,relative_jump_before,relative_jump_after,correction_applied,abs_correction_dtaudr
DDO161,0.665,0,r2_cap,10.160547945205684,63.724375,0.8804160737723319,0.25,True,53.56382705479432
DDO161,0.79,1,r2_cap,30.937764705882355,47.79328125,0.5145065807882407,0.25000000000000006,True,16.855516544117645
DDO161,0.915,2,r2_cap,1.296224489796113,35.8449609375,0.9728785206645315,0.25000000000000006,True,34.54873644770389
DDO161,1.025,3,r2_cap,5.482429906541942,26.883720703125,0.8470515865228249,0.24999999999999994,True,21.40129079658306
DDO161,1.3050000000000002,4,r2_cap,64.94025974025962,33.60465087890625,1.415597917319193,0.24999999999999994,True,31.33560886135337
DDO161,1.78,5,r2_cap,54.56237623762371,42.00581359863281,0.6236555003722029,0.25000000000000006,True,12.556562638990897
DDO161,2.255,6,none,43.2558634538152,43.2558634538152,0.029758972582382637,0.029758972582382637,False,0.0
DDO161,2.725,7,r2_cap,65.97347972972975,54.069829317269004,0.5251916032186114,0.25000000000000006,True,11.903650412460742
DDO161,3.1950000000000003,8,r2_cap,116.78201166180766,67.58728664658625,1.1598368838295818,0.2499999999999999,True,49.19472501522141
DDO161,3.665,9,r2_cap,138.82192307692316,84.4841083082328,1.05396502751801,0.2499999999999999,True,54.33781476869035
DDO161,4.135,10,r2_cap,177.72473684210524,105.605135385291,1.1036469508998337,0.25,True,72.11960145681424
DDO161,4.615,11,r2_cap,225.5542386831276,132.00641923161376,1.135826424162167,0.25000000000000006,True,93.54781945151385
DDO161,5.1,12,r2_cap,255.4340449438202,165.0080240395172,0.9350123003915796,0.25000000000000006,True,90.42602090430299
DDO161,5.574999999999999,13,r2_cap,264.4254561101549,206.2600300493965,0.6025005914065644,0.24999999999999994,True,58.16542606075842
DDO161,6.045,14,r2_cap,278.66560509554137,257.8250375617456,0.35104026227866203,0.24999999999999986,True,20.840567533795763
DDO161,6.515000000000001,15,none,302.0685925925926,302.0685925925926,0.17160301982018047,0.17160301982018047,False,0.0
DDO161,6.984999999999999,16,none,314.4619944598338,314.4619944598338,0.04102843582932999,0.04102843582932999,False,0.0
DDO161,7.455,17,none,304.0790117035111,304.0790117035111,0.033018243664573926,0.033018243664573926,False,0.0
DDO161,7.925000000000001,18,none,302.111862745098,302.111862745098,0.006469203340910554,0.006469203340910554,False,0.0
DDO161,8.4,19,none,299.28697916666664,299.28697916666664,0.009350455664876701,0.009350455664876701,False,0.0
DDO161,8.875,20,none,282.9641602634468,282.9641602634468,0.054539021205229306,0.054539021205229306,False,0.0
DDO161,9.344999999999999,21,none,289.7444676409185,289.7444676409185,0.023961717876776662,0.023961717876776662,False,0.0
DDO161,9.815000000000001,22,none,291.9179303482586,291.9179303482586,0.007501308739512065,0.007501308739512065,False,0.0
DDO161,10.285,23,none,307.855608365019,307.855608365019,0.05459643399686591,0.05459643399686591,False,0.0
DDO161,10.754999999999999,24,none,291.5344858962693,291.5344858962693,0.05301551125031978,0.05301551125031978,False,0.0
DDO161,11.225000000000001,25,none,285.4023996509598,285.4023996509598,0.02103382804424499,0.02103382804424499,False,0.0
DDO161,11.7,26,none,277.0593886097152,277.0593886097152,0.0292324488212009,0.0292324488212009,False,0.0
DDO161,12.175,27,none,273.6662369057211,273.6662369057211,0.012247019388229086,0.012247019388229086,False,0.0
DDO161,12.655000000000001,28,none,262.0522713178294,262.0522713178294,0.04243843054666895,0.04243843054666895,False,0.0
DDO161,13.135,29,none,255.1328197456993,255.1328197456993,0.026404852502643985,0.026404852502643985,False,0.0
DDO161,0.6,-1,r6_inner_trim,84.96583333333334,,0.8804160737723319,,True,
