galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage
DDO154,0.49,13.8,1.6,12.865601423952167,24.91629999999998,allow_signed,1.0,50.84959183673465,0.0,106.3070774849557,0.0,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,0.99,21.6,0.8,16.350966332299752,199.20590000000004,allow_signed,1.0,201.21808080808086,63.016918161203876,211.20835129838161,79.37885719583433,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,1.48,28.9,0.7,16.907377088123397,549.3506,allow_signed,1.0,371.18283783783784,203.25514322945395,333.15216582320556,212.7471838906232,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,1.97,34.3,0.5,17.623677255328978,865.8959999999998,allow_signed,1.0,439.541116751269,401.88251210378513,415.6731062438731,396.20937554705745,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,2.47,38.2,0.4,17.938375065763342,1137.4547000000002,allow_signed,1.0,460.5079757085021,626.894785218728,454.04861649530574,613.6398062318523,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,2.96,42.0,0.2,18.61036270468687,1417.6544,allow_signed,1.0,478.9372972972973,857.0588771051487,466.47981867295084,839.169272848075,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,3.46,44.6,0.2,19.48889170784219,1609.3431,allow_signed,1.0,465.12806358381505,1093.0752173254268,461.0727394195052,1071.057412371189,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,3.95,46.3,0.2,19.52283278625313,1762.5489999999995,allow_signed,1.0,446.2149367088606,1316.3542523971325,444.77918147384264,1292.9911329900592,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,4.44,47.4,0.3,18.93923176900267,1888.0654999999997,allow_signed,1.0,425.2399774774774,1529.8607063727854,423.0030124503955,1505.5977705014975,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,4.94,48.2,0.6,18.278320491773854,1989.1430000000003,allow_signed,1.0,402.66052631578947,1736.835832321102,393.81986509143195,1709.8034898869544,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,5.43,47.4,0.7,17.548244926487662,1938.8190999999997,allow_signed,1.0,357.0569244935543,1922.966607769391,355.56598996099734,1893.4030243747993,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
DDO154,5.92,45.5,1.3,16.8462814888034,1786.4528,allow_signed,1.0,301.7656756756757,2084.3781448108525,321.1585585753447,2059.2005387662034,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.16,24.5,2.83,23.21,61.54589999999996,allow_signed,1.0,384.6618749999997,0.0,210.51449685790936,0.0,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.26,35.3,2.46,35.33,-2.118900000000167,allow_signed,1.0,-8.149615384616027,18.825612980769186,-181.86591080615977,1.4324293025874795,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.36,43.2,1.12,47.00922569028339,-343.6272999999992,allow_signed,1.0,-954.5202777777756,-29.307881677350387,-667.3389573252605,-41.02781410398352,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.46,52.0,1.25,56.726241722856976,-513.8664999999996,allow_signed,1.0,-1117.101086956521,-132.88894991406525,-852.1655241511256,-117.00303817780284,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.56,60.9,2.93,63.8246229914443,-364.7725000000005,allow_signed,1.0,-651.3794642857151,-221.31297747617708,-661.7352560989806,-192.69807719030817,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.66,65.8,1.25,67.62657465819188,-243.71360000000186,allow_signed,1.0,-369.26303030303313,-272.34510220561447,-318.013824549334,-241.68553122272388,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.76,71.7,1.25,70.9087053893949,112.84549999999945,allow_signed,1.0,148.48092105263086,-283.3842076681346,-3.1351300404197655,-257.74297895221156,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.86,74.6,1.6,72.89295164829038,251.77760000000035,allow_signed,1.0,292.7646511627911,-261.3219290573635,109.8087466016748,-252.40929812414882,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,0.96,74.6,1.03,74.9778453944897,-56.51730000000225,allow_signed,1.0,-58.87218750000235,-249.62730587422405,23.48828616296552,-245.7444464859168,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.06,76.6,1.12,77.24371366007722,-99.03130000000056,allow_signed,1.0,-93.42575471698166,-257.2422029850733,-63.74511634516991,-247.757287995027,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.16,78.5,1.6,79.61182952300493,-175.79339999999956,allow_signed,1.0,-151.54603448275824,-269.49079244506026,-44.849458932638775,-253.18701675891745,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.27,83.4,1.8,82.34121021699889,175.48509999999897,allow_signed,1.0,138.17724409448738,-270.22607591641514,39.677364725827665,-253.47148194029205,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.36,86.4,1.6,85.36800454502846,177.26380000000154,allow_signed,1.0,130.34102941176582,-258.1427536086337,51.13179821124524,-249.38506960812376,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.47,87.4,1.41,88.12843581954691,-127.86119999999755,allow_signed,1.0,-86.98040816326365,-255.7579194399661,-22.23412103139076,-247.79569736323177,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.57,90.3,1.41,90.96677030652457,-120.86329999999998,allow_signed,1.0,-76.98299363057323,-263.95608952965796,-92.08753914831154,-253.5117803722169,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.67,93.3,1.6,94.184948372869,-165.91449999999895,allow_signed,1.0,-99.34999999999938,-272.7727392111866,-186.36800840597706,-267.4345577499313,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.77,93.3,1.41,97.07252958484186,-718.1859999999979,allow_signed,1.0,-405.7548022598858,-298.0279793241809,-323.44333700219823,-292.9251250203401,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.87,95.2,1.25,99.42995625061896,-823.2761999999984,allow_signed,1.0,-440.25465240641626,-340.328452057496,-417.63946135881946,-329.979264938391,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,1.97,97.2,1.6,101.64837677011866,-884.552499999998,allow_signed,1.0,-449.01142131979594,-384.79175574380656,-469.15806143905786,-374.3191410782848,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.08,99.1,2.02,104.02645913420298,-1000.6942000000035,allow_signed,1.0,-481.10298076923243,-435.94804785870315,-556.4707727820404,-430.7287269604453,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.18,98.2,2.02,106.31884969279906,-1660.4578000000001,allow_signed,1.0,-761.6778899082569,-498.0870913925777,-679.9152259287849,-492.5480268959866,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.28,98.2,1.6,106.99600226176678,-1804.9045000000006,allow_signed,1.0,-791.6247807017547,-575.752224923078,-742.3002739953114,-563.6588018921911,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.37,98.2,1.0,106.47681531676274,-1694.0722000000005,allow_signed,1.0,-714.7983966244727,-643.5412679027584,-726.2353432098076,-629.7429046664217,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.47,97.2,1.12,105.8918665431864,-1765.2473999999984,allow_signed,1.0,-714.6750607287443,-715.0149407704192,-672.1910557201311,-699.6642246129187,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.57,98.2,1.41,105.44533797186104,-1475.479299999999,allow_signed,1.0,-574.1164591439685,-779.4545167640547,-590.5954685448254,-762.8035508261663,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.68,98.2,1.12,104.8043329256954,-1340.7082000000028,allow_signed,1.0,-500.2642537313443,-838.545455972197,-506.1164097140035,-823.1227041304021,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.78,98.2,1.6,104.27580016475538,-1230.2024999999994,allow_signed,1.0,-442.51888489208613,-885.6846129033684,-423.7870289466073,-869.6178760634325,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
NGC2403,2.88,99.1,2.69,103.74163339759018,-941.5164999999979,allow_signed,1.0,-326.9154513888882,-924.1563297174171,-328.167225814732,-907.2155888014995,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction
