galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage,tau_frozen,dtaudr_frozen,tau_regularized,dtaudr_regularized
DDO161,0.73,16.6,4.83,16.375066412079065,7.41720000000015,allow_signed,1.0,63.724375,9.664863541666668,37.177147390191536,6.548343873247927,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,6.183214783105036,10.160547945205684,9.664863541666668,63.724375
DDO161,0.85,18.6,2.5,17.879119105817267,26.2971,allow_signed,1.0,47.79328125,16.355922916666668,20.68107088804889,10.019836969942354,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8.64911354217032,30.937764705882355,16.355922916666668,47.79328125
DDO161,0.98,20.0,7.58,19.96821724641436,1.2703000000001907,allow_signed,1.0,35.8449609375,21.792408658854168,14.020074420309813,12.275411414985667,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,10.74432283988942,1.296224489796113,21.792408658854168,35.8449609375
DDO161,1.07,21.4,4.03,21.26249750146958,5.866199999999878,allow_signed,1.0,26.883720703125,24.615199332682295,23.087700902048987,13.945261304491815,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,11.049362287724634,5.482429906541942,24.615199332682295,26.883720703125
DDO161,1.54,28.9,2.74,27.1146086086449,100.0079999999998,allow_signed,1.0,33.60465087890625,38.82996665445964,43.288524552367406,29.543674286279668,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,27.598694354723,64.94025974025962,38.82996665445964,33.60465087890625
DDO161,2.02,32.9,2.65,31.18002565746218,110.2159999999999,allow_signed,1.0,42.00581359863281,56.976478129069015,52.35168658640621,52.497324959585335,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,56.279326989415,54.56237623762371,56.976478129069015,42.00581359863281
DDO161,2.49,35.2,2.88,33.63529247680181,107.70709999999984,allow_signed,1.0,43.2558634538152,77.0129722363943,56.89776527924888,78.1709461480143,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,79.26661331690315,43.2558634538152,77.0129722363943,43.2558634538152
DDO161,2.96,37.6,3.05,34.90671138907245,195.28150000000005,allow_signed,1.0,54.069829317269004,99.88451003759909,76.59169870241037,109.5409701837042,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,104.9355089650362,65.97347972972975,99.88451003759909,54.069829317269004
DDO161,3.43,40.6,3.68,35.32418010371932,400.5623000000003,allow_signed,1.0,67.58728664658625,128.47393228910508,109.35936628788502,153.23947045642365,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,147.8830494420475,116.78201166180766,128.47393228910508,67.58728664658625
DDO161,3.9,42.7,3.25,35.80341464162322,541.4055000000003,allow_signed,1.0,84.4841083082328,164.21071010348754,143.75067617977135,212.72033043632285,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,207.9499741056492,138.82192307692316,164.21071010348754,84.4841083082328
