galaxy_id,classification,x_grid,dtaudr_norm,gtau_norm,residual_v2_norm,tau_norm,source_profile,data_mode,analysis_stage
DDO154,robust_tdf_success,0.0,0.10617170999979585,0.10617170999979585,0.012526148195479144,0.0,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.010101010101010102,0.1406124764031477,0.14061247640314767,0.02213784578066883,0.003316463943519856,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.020202020202020204,0.17505324280649953,0.17505324280649953,0.031749543365858515,0.006632927887039712,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.030303030303030304,0.2094940092098514,0.20949400920985134,0.041361240951048206,0.009949391830559567,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.04040404040404041,0.2439347756132032,0.2439347756132032,0.0509729385362379,0.013265855774079424,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.05050505050505051,0.27837554201655507,0.278375542016555,0.06058463612142759,0.01658231971759928,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.06060606060606061,0.31281630841990693,0.3128163084199069,0.07019633370661726,0.019898783661119135,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.07070707070707072,0.3472570748232588,0.34725707482325874,0.07980803129180697,0.023215247604638993,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.08080808080808081,0.3816978412266106,0.38169784122661055,0.08941972887699665,0.026531711548158848,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.09090909090909091,0.41613860762996246,0.41613860762996235,0.09903142646218634,0.029848175491678702,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.10101010101010102,0.4552492962180432,0.45524929621804316,0.11756432418616371,0.03689028512374338,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.11111111111111112,0.4949729120928696,0.49497291209286953,0.13726812942835692,0.04442138575242955,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.12121212121212122,0.534696527967696,0.534696527967696,0.15697193467055015,0.05195248638111573,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.13131313131313133,0.5744201438425225,0.5744201438425224,0.1766757399127434,0.05948358700980191,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.14141414141414144,0.6141437597173489,0.6141437597173489,0.19637954515493666,0.06701468763848809,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.15151515151515152,0.6538673755921752,0.6538673755921752,0.21608335039712984,0.07454578826717426,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.16161616161616163,0.6935909914670016,0.6935909914670016,0.23578715563932312,0.08207688889586044,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.17171717171717174,0.7333146073418282,0.7333146073418281,0.25549096088151635,0.08960798952454663,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.18181818181818182,0.7730382232166544,0.7730382232166544,0.2751947661237095,0.09713909015323278,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.19191919191919193,0.7901954970762228,0.7901954970762228,0.29310184206330786,0.10764990095127824,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.20202020202020204,0.8061719739698766,0.8061719739698766,0.3109149030975379,0.11831662681632504,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.21212121212121213,0.8221484508635303,0.8221484508635303,0.32872796413176786,0.12898335268137182,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.22222222222222224,0.8381249277571841,0.8381249277571841,0.34654102516599783,0.13965007854641862,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.23232323232323235,0.8541014046508378,0.8541014046508378,0.36435408620022786,0.15031680441146542,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.24242424242424243,0.8700778815444915,0.8700778815444915,0.38216714723445777,0.1609835302765122,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.25252525252525254,0.8860543584381453,0.8860543584381453,0.3999802082686878,0.171650256141559,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.26262626262626265,0.9020308353317991,0.9020308353317991,0.4177932693029178,0.1823169820066058,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.27272727272727276,0.917822104884313,0.917822104884313,0.43555930523391667,0.19300318722356233,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.2828282828282829,0.9226244055292021,0.9226244055292021,0.45053518503986756,0.2048451673204972,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.29292929292929293,0.9274267061740912,0.9274267061740912,0.46551106484581833,0.21668714741743203,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.30303030303030304,0.9322290068189802,0.9322290068189802,0.4804869446517692,0.2285291275143669,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.31313131313131315,0.9370313074638693,0.9370313074638693,0.49546282445772005,0.2403711076113018,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.32323232323232326,0.9418336081087584,0.9418336081087584,0.5104387042636709,0.2522130877082367,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.33333333333333337,0.9466359087536474,0.9466359087536474,0.5254145840696218,0.2640550678051716,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.3434343434343435,0.9514382093985365,0.9514382093985365,0.5403904638755727,0.27589704790210645,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.3535353535353536,0.9562405100434256,0.9562405100434256,0.5553663436815235,0.28773902799904133,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.36363636363636365,0.9610428106883147,0.9610428106883147,0.5703422234874743,0.2995810080959761,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.37373737373737376,0.9653992847834457,0.9653992847834457,0.5860312399739536,0.31188977790644923,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.38383838383838387,0.969706526498849,0.969706526498849,0.601799007750307,0.3242500950472517,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.393939393939394,0.9740137682142522,0.9740137682142522,0.6175667755266606,0.3366104121880542,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.4040404040404041,0.9783210099296555,0.9783210099296555,0.6333345433030142,0.3489707293288567,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.4141414141414142,0.9826282516450587,0.9826282516450587,0.6491023110793677,0.3613310464696592,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.42424242424242425,0.9869354933604619,0.9869354933604619,0.6648700788557211,0.3736913636104616,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.43434343434343436,0.9912427350758652,0.9912427350758652,0.6806378466320746,0.3860516807512641,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.4444444444444445,0.9955499767912684,0.9955499767912684,0.6964056144084282,0.3984119978920666,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.4545454545454546,0.9998572185066718,0.9998572185066718,0.7121733821847818,0.4107723150328691,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.4646464646464647,0.9969419468787469,0.9969419468787469,0.7229168640449527,0.4231914038175464,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.4747474747474748,0.9937790462219082,0.9937790462219082,0.7334880846737116,0.4356125076300137,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
DDO154,robust_tdf_success,0.48484848484848486,0.9906161455650694,0.9906161455650694,0.7440593053024707,0.4480336114424809,phase_2a_radial_reconstruction,observational_raw_ingestion,phase_4c_normalized_pattern_discovery
