galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage,tau_frozen,dtaudr_frozen,tau_regularized,dtaudr_regularized
UGC07524,0.69,24.4,3.97,17.991411840097484,271.66909999999996,allow_signed,1.0,67.95985714285708,-3.8510585714285663,260.05198948776217,53.908750086413974,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,51.52873238095239,393.7233333333333,-3.8510585714285663,67.95985714285708
UGC07524,1.03,29.2,3.26,20.29279921548528,440.8422999999999,allow_signed,1.0,84.94982142857134,22.143586785714266,400.0554807253016,166.12702002263484,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,191.22207865926956,428.0022330097086,22.143586785714266,84.94982142857134
UGC07524,1.38,32.9,3.73,21.498913926056822,620.2067,allow_signed,1.0,106.18727678571418,55.592578973214216,461.4002916139509,316.8817801820039,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,344.77186979828736,449.4251449275362,55.592578973214216,106.18727678571418
UGC07524,1.72,37.8,3.41,23.082315741710143,896.0466999999998,allow_signed,1.0,132.73409598214272,96.2092123437499,503.58843401916414,480.9298635396335,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,509.7368996685267,520.9573837209301,96.2092123437499,132.73409598214272
UGC07524,2.07,42.0,3.12,25.396523384116968,1119.0166,allow_signed,1.0,165.91761997767838,148.47326263671857,527.767645130602,661.4171773908425,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,695.5072944766943,540.587729468599,148.47326263671857,165.91761997767838
UGC07524,2.41,45.1,2.92,27.13612536822455,1297.6407000000002,allow_signed,1.0,207.397024972098,211.93675227818062,529.9161496262819,841.2234224995129,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,878.9420296481819,538.4401244813279,211.93675227818062,207.397024972098
UGC07524,2.76,47.6,2.79,29.78547968389967,1378.5852000000002,allow_signed,1.0,259.2462812151225,293.5993308609441,534.5115511284122,1027.498270131584,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1060.579344910675,499.487391304348,293.5993308609441,259.2462812151225
UGC07524,3.1,52.3,2.78,31.49247052868352,1743.5142999999994,allow_signed,1.0,324.05785151890314,392.76103342572856,569.9623751192763,1215.2588375936914,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1241.104275948543,562.4239677419353,392.76103342572856,324.05785151890314
UGC07524,3.45,57.3,2.78,33.1353617756016,2185.3378,allow_signed,1.0,405.0723143986289,520.3588124612967,623.2305455452283,1424.0675987099798,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1450.378938419324,633.4312463768115,520.3588124612967,405.0723143986289
UGC07524,3.79,61.4,2.93,34.469522770122595,2581.812,allow_signed,1.0,506.3403929982861,675.2989727187721,663.0871855614008,1642.7416129981068,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1673.8691210157829,681.2168865435356,675.2989727187721,506.3403929982861
UGC07524,4.14,64.5,3.42,36.24532107734735,2846.5267000000003,allow_signed,1.0,632.9254912478576,874.670502461847,674.6301769376104,1876.8421514354336,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1913.40627241694,687.5668357487924,874.670502461847,632.9254912478576
UGC07524,4.48,66.4,4.53,37.518872584340805,3001.294200000001,allow_signed,1.0,669.9317410714287,1096.1562319561262,661.5315685885915,2103.9896481748883,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2144.181030476378,669.9317410714287,1096.1562319561262,669.9317410714287
UGC07524,4.82,66.9,5.46,38.25680070262018,3012.0272000000004,allow_signed,1.0,624.901908713693,1316.2779524195969,640.7504895018947,2325.377598050271,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2364.302750939849,624.901908713693,1316.2779524195969,624.901908713693
UGC07524,5.17,69.4,4.77,39.21413010637875,3278.6120000000005,allow_signed,1.0,634.160928433269,1536.6139489203151,625.9001748784256,2547.041464316827,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2584.638747440567,634.160928433269,1536.6139489203151,634.160928433269
UGC07524,5.51,70.2,4.44,39.54111025249544,3364.5406,allow_signed,1.0,610.6244283121597,1748.2274595670378,611.335034050557,2757.371449834754,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2796.2522580872896,610.6244283121597,1748.2274595670378,610.6244283121597
UGC07524,5.86,70.9,4.24,39.464805840140656,3469.3391,allow_signed,1.0,592.0373890784983,1958.6932776104034,596.3891021643718,2968.723173672367,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3006.718076130655,592.0373890784983,1958.6932776104034,592.0373890784983
UGC07524,6.2,72.3,4.38,40.000499996875035,3627.25,allow_signed,1.0,585.0403225806451,2158.7964885924575,585.2059554366956,3169.5943334645485,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3206.8212871127093,585.0403225806451,2158.7964885924575,585.0403225806451
UGC07524,6.55,73.9,3.51,40.904636656496535,3788.020700000001,allow_signed,1.0,578.3237709923666,2362.3852049677344,574.0480101178869,3372.4637774366,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3410.410003487986,578.3237709923666,2362.3852049677344,578.3237709923666
UGC07524,6.89,75.0,3.22,41.89410101673027,3869.8843,allow_signed,1.0,561.6668069666183,2556.1836032207616,557.6250069902652,3564.848190344986,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3604.2084017410134,561.6668069666183,2556.1836032207616,561.6668069666183
UGC07524,7.25,75.5,3.23,42.96818008712959,3853.9855,allow_signed,1.0,531.5842068965518,2752.9687857161325,537.8520986324086,3762.034069357067,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3800.993584236384,531.5842068965518,2752.9687857161325,531.5842068965518
