scenario_name,weighting,grid_scope,disk_scale,bulge_scale,raw_weight,normalized_weight,weights_sum_check,in_plausible_band,normalized_sum_per_scenario
uniform_plausible_band,uniform,plausible_only,0.7,0.5,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,0.7,0.7,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,0.7,1.0,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,1.0,0.5,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,1.0,0.7,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,1.0,1.0,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,1.3,0.5,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,1.3,0.7,1.0,0.1111111111111111,9.0,True,1.0
uniform_plausible_band,uniform,plausible_only,1.3,1.0,1.0,0.1111111111111111,9.0,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,0.7,0.5,1.0,0.14492753623188406,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,0.7,0.7,0.8,0.11594202898550726,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,0.7,1.0,0.5,0.07246376811594203,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,1.0,0.5,1.0,0.14492753623188406,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,1.0,0.7,0.8,0.11594202898550726,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,1.0,1.0,0.5,0.07246376811594203,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,1.3,0.5,1.0,0.14492753623188406,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,1.3,0.7,0.8,0.11594202898550726,6.8999999999999995,True,1.0
conservative_bulge_downweight_test,bulge_downweight,plausible_only,1.3,1.0,0.5,0.07246376811594203,6.8999999999999995,True,1.0
canonical_delta_prior,gaussian_delta,all_grid,0.5,0.2,1.4739199215286483e-05,5.139843058460154e-06,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.5,0.5,0.0019304541362277093,0.0006731865922183227,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.5,0.7,0.014264233908999256,0.004974213494949138,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.5,1.0,0.04393693362340742,0.015321656217257782,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.5,1.3,0.014264233908999256,0.004974213494949138,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.7,0.2,0.00010890876985506645,3.797858869866137e-05,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.7,0.5,0.014264233908999256,0.004974213494949138,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.7,0.7,0.10539922456186425,0.03675474256223704,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.7,1.0,0.3246524673583496,0.11321257731784727,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,0.7,1.3,0.10539922456186425,0.03675474256223704,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.0,0.2,0.00033546262790251185,0.00011698228880774467,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.0,0.5,0.04393693362340742,0.015321656217257782,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.0,0.7,0.3246524673583496,0.11321257731784727,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.0,1.0,1.0,0.34871928816386866,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.0,1.3,0.3246524673583496,0.11321257731784727,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.3,0.2,0.00010890876985506645,3.797858869866137e-05,2.8676360440667232,False,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.3,0.5,0.014264233908999256,0.004974213494949138,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.3,0.7,0.10539922456186425,0.03675474256223704,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.3,1.0,0.3246524673583496,0.11321257731784727,2.8676360440667232,True,0.9999999999999999
canonical_delta_prior,gaussian_delta,all_grid,1.3,1.3,0.10539922456186425,0.03675474256223704,2.8676360440667232,False,0.9999999999999999
